time,lat,lng,weight
2016-04-24-04:30:02.159,0.27794365416666666,0.37696961998519196,-83
2016-04-24-04:40:24.138,0.27793985666666665,0.3769693301838378,-76
2016-04-24-07:57:19.018,0.27792248722222224,0.3769615050528804,-69
2016-04-24-04:34:07.178,0.2779467172222222,0.37696611862173474,-86
2016-04-24-05:19:55.180,0.27793314305555555,0.37696181128850126,-76
2016-04-24-04:53:59.251,0.2779319547222222,0.3769730720258797,-79
2016-04-24-04:46:59.493,0.2779368119444444,0.3769750692088867,-89
2016-04-24-05:14:56.819,0.27793754027777773,0.3769676745866669,-77
2016-04-24-05:15:35.644,0.27793716305555555,0.3769674647162983,-127
2016-04-24-05:15:10.659,0.27793775416666666,0.37696757932379144,-80
2016-04-24-04:37:49.151,0.2779407566666667,0.3769657488824286,-85
2016-04-18-06:19:50.352,0.2779278652777778,0.37696949990381595,-69
2016-04-18-04:23:38.699,0.2779241836111111,0.37697189093558914,-57
2016-04-24-05:17:50.154,0.27793669555555556,0.3769633030410594,-74
2016-04-24-04:34:37.433,0.27794581333333335,0.3769659065600686,-127
2016-04-24-04:33:27.137,0.27794671444444446,0.3769672891550346,-127
2016-04-24-04:38:05.153,0.2779406480555555,0.3769663076886079,-88
2016-04-24-05:16:23.665,0.2779369727777778,0.37696590181514117,-83
2016-04-24-07:53:30.489,0.2779219980555555,0.37695610808920926,-60
2016-04-24-04:37:32.153,0.27794142694444446,0.3769649400529417,-127
2016-04-24-04:25:03.196,0.27793391472222223,0.37697025470006,-67
2016-04-24-07:57:12.534,0.27792229444444444,0.3769618142085054,-68
2016-04-18-06:17:54.351,0.2779256905555556,0.3769729417266427,-75
2016-04-21-11:45:23.886,0.2779337752777778,0.3769618247935199,-82
2016-04-18-06:17:27.161,0.27792490194444447,0.3769725789323242,-86
2016-04-24-05:20:45.161,0.2779312597222222,0.376962198918739,-80
2016-04-19-12:29:48.390,0.2779319547222222,0.3769658817404468,-78
2016-04-24-05:21:08.170,0.27793038166666667,0.3769620642337258,-127
2016-04-24-04:34:28.168,0.2779459977777778,0.3769659452494741,-127
2016-04-18-06:24:29.542,0.2779293436111111,0.3769657853818914,-87
2016-04-24-04:38:29.058,0.2779408544444445,0.37696724207101534,-78
2016-04-24-04:27:46.159,0.27793852277777775,0.3769680607476763,-83
2016-04-24-04:52:19.172,0.2779348616666667,0.376973922436567,-89
2016-04-24-04:45:23.680,0.2779382688888889,0.37697466152500636,-83
2016-04-24-05:17:22.178,0.27793700777777774,0.3769644936626019,-84
2016-04-24-07:53:18.600,0.2779219980555555,0.37695582046195075,-59
2016-04-24-04:23:57.156,0.2779334086111111,0.3769723300127733,-81
2016-04-24-04:39:15.167,0.2779402177777778,0.3769687378054458,-80
2016-04-24-05:17:33.166,0.27793704666666663,0.3769639622270909,-85
2016-04-24-04:27:20.184,0.2779374769444445,0.37696788555183053,-75
2016-04-24-04:52:26.204,0.27793474166666665,0.3769737388503033,-89
2016-04-24-04:33:16.153,0.2779465944444444,0.37696762312281923,-127
2016-04-24-04:41:53.215,0.27793910583333337,0.3769723380424403,-86
2016-04-24-04:27:01.136,0.27793694472222225,0.37696798628945716,-82
2016-04-24-05:17:45.172,0.2779367788888889,0.3769634523253158,-87
2016-04-21-11:43:04.819,0.27793230055555557,0.3769614159926281,-81
2016-04-20-12:46:24.862,0.2779319547222222,0.3769655941246465,-70
2016-04-24-07:53:38.490,0.2779219980555555,0.37695582046195075,-60
2016-04-24-04:30:30.966,0.27794473194444447,0.3769698017495945,-87
2016-04-24-04:20:54.456,0.27793667944444445,0.37697653095259326,-81
2016-04-24-04:36:16.126,0.27794356472222226,0.3769649447978877,-78
2016-04-24-05:20:02.155,0.2779327483333333,0.37696187771858547,-75
2016-04-18-06:18:47.735,0.27792704083333336,0.37697225811074453,-78
2016-04-24-05:17:29.167,0.27793708333333333,0.376964136695744,-84
2016-04-24-04:35:07.423,0.27794482611111115,0.37696534921295677,-76
2016-04-24-04:35:29.438,0.2779439958333333,0.3769654605364824,-75
2016-04-18-04:28:56.713,0.27792427527777774,0.376971697128203,-59
2016-04-24-04:40:47.169,0.2779396347222222,0.3769702222161302,-81
2016-04-24-05:06:58.164,0.2779333727777778,0.37697191867448687,-83
2016-04-24-04:26:41.096,0.2779363455555556,0.3769684355933677,-76
2016-04-24-04:52:56.155,0.27793333888888894,0.3769734202201398,-85
2016-04-18-06:17:42.365,0.2779252947222222,0.37697277821377684,-84
2016-04-18-06:28:54.435,0.27792088277777777,0.3769619762686773,-127
2016-04-24-04:32:31.145,0.2779461113888889,0.37696913381950165,-87
2016-04-24-04:40:44.163,0.2779395938888889,0.3769700408170274,-83
2016-04-24-04:28:19.171,0.2779397672222222,0.3769683775598464,-89
2016-04-18-06:29:06.336,0.27792064361111113,0.3769617459534009,-127
2016-04-18-06:28:59.365,0.27792069500000005,0.3769619215186312,-127
2016-04-24-04:41:33.160,0.2779390394444444,0.37697174932116756,-81
2016-04-24-04:33:53.156,0.27794705416666665,0.37696625403451006,-88
2016-04-24-04:37:09.148,0.27794194666666666,0.3769644651928715,-127
2016-04-24-05:20:04.164,0.2779325597222222,0.37696193648364495,-75
2016-04-24-04:39:04.147,0.27794032055555556,0.37696841515389,-127
2016-04-24-04:38:00.153,0.27794067916666665,0.37696612993655176,-88
2016-04-24-05:16:19.655,0.2779373972222222,0.3769663847022925,-85
2016-04-24-05:16:07.657,0.277937295,0.37696676685040753,-85
2016-04-24-04:38:47.163,0.2779406319444444,0.3769677585347642,-86
2016-04-24-04:38:10.152,0.277940655,0.3769665270497974,-127
2016-04-24-04:36:27.212,0.2779435963888889,0.3769650313018891,-81
2016-04-24-05:20:28.177,0.27793210999999995,0.376962125918741,-127
